ConstantSpeed_mps,SimulationDuration_s,RoadGradeFactor,EnergyConsumption
1.9491485100990016,400.7671928278363,0.007913274150529448,0.06038633962125317
1.407709272812909,409.5729193475834,0.10716242145970656,0.05248372026881043
1.8638931212026912,171.27427701008378,0.19018698991890115,0.025195735144336595
1.462552410739694,128.24653763477997,0.680215747656769,0.016724854714318838
0.5893718551179452,411.7448905528046,0.5858376222736918,0.03892613626099717
1.9577601818923702,187.06020123683555,0.9478977458130974,0.028253175527041208
0.6712407013980107,459.5699201357613,0.48390570470285676,0.044984778939095804
1.32483501547184,467.56751568924943,0.257630663805819,0.05831432661248925
1.0402487300590422,193.3855750082305,0.6473036659489376,0.02185285087034572
0.8076718793900688,340.4960768662873,0.5074111680964631,0.035229535736348794
0.8837419618230717,128.36945358914136,0.7609882726101347,0.013681741888163401
1.4016044526444151,195.59436318574012,0.5110722499267804,0.02501458787682509
0.7809891800224967,177.29006816298227,0.20311508455044158,0.018149744708352955
1.1953211352392492,407.7812999924653,0.9789297375361823,0.04868040884520042
1.4196431930696527,390.97366821883475,0.06629096806634716,0.05029332978494239
0.5759553058522706,397.1976926195886,0.16366160441871913,0.037333211367524655
1.95382231829534,451.50385827875874,0.45827771140413087,0.06811964229171963
1.7896247783740755,177.03295855374603,0.8913212384626387,0.025493643682807487
1.4988864992101987,351.03556340119746,0.1859072947737861,0.04630741987909914
1.9879027666955518,252.99090080503652,0.9070125273869176,0.03853108157136376
1.4867663137586486,182.89405800316652,0.054807080447154766,0.024034928309582426
0.5904717370527064,207.6050994645978,0.5964686940994276,0.01963619851183296
0.5029620779418403,297.398176818395,0.3866374354938048,0.027066657526006566
1.4136285585398278,492.7272241522568,0.0014130708220868593,0.0632599388923083
0.5857066092926807,382.6523721666121,0.712162853318509,0.036118463401351164
1.1867369958195946,329.21093973487507,0.8735473854106851,0.03918441564275099
1.032575748652351,207.9415267759785,0.6885182105443324,0.023432167253830016
0.7841432892245794,495.4873635621667,0.8724622894804576,0.050788567054681266
1.5133938282570067,205.34533227873015,0.6781933422582775,0.027211912177023123
1.81788044693536,138.7357389865225,0.9408859571119258,0.020142302955058256
0.9781476149754875,175.6447045517329,0.18423870951510335,0.01940032206216813
1.1336318406083068,353.9546895179333,0.4875215254838974,0.04135598352240777
0.8590504449231168,463.0738577440398,0.5980461408096756,0.048886398723482216
0.6226550473434149,436.83273799652164,0.7960751426343171,0.04189184352114239
0.7257607723198869,483.82724230883014,0.32377593761009493,0.048437722198656274
1.206630394343577,445.8127285377458,0.9877182424903859,0.05342819322339665
0.7129072516546844,237.20036325529796,0.6431465068284811,0.023622313278394813
1.6437382612202778,373.9781166936588,0.8954730111626584,0.05158224617591145
1.0924419406546169,160.92628539887795,0.5558383758656233,0.01853002052696695
1.8284536573284862,351.57091455964235,0.7876728098322512,0.051197974905647925
1.4052335574960506,165.14361958908415,0.6764361885533072,0.021145019199025228
1.145505061116512,248.3072977819085,0.43928411771242715,0.02913345352231289
1.8716421255925513,426.2816151797085,0.1249309149544362,0.06284737797734863
0.8124118991332919,451.31346308493397,0.49861210438283665,0.04678287067179099
1.4969645480059812,106.63373568689431,0.6093420777989677,0.014058268898331505
1.8637117006756905,433.91864633371944,0.8376096418143468,0.06382940668174797
1.5001259931802207,490.9996897791951,0.41457475103849184,0.06479622909952099
1.4482535915303518,288.86197454921773,0.18098152058585237,0.03750002021367038
1.700714359214815,396.45987478191984,0.6993387239994227,0.05562293220410908
0.6911233777462022,353.49008857628905,0.40031473171252385,0.03488851996689846
1.3502548771474387,492.64284325033657,0.9196066780860395,0.06195877714264242
1.461292092721408,291.745567881754,0.7377265807177942,0.038031826006630354
1.2109186746459182,304.8761573264218,0.12230258495013957,0.036591574751128064
1.8028076899168075,113.01000216220389,0.7791627385045602,0.01633619615756743
1.431806924855458,318.934171916431,0.6498191975340202,0.04118693210333646
