51.455550109568584,63.0,1.8610158768577056
50.39196977209845,64.0,1.8879568677177938
49.64210910068788,65.0,1.7862246048490145
49.1841987000183,54.0,1.5994466982935966
42.97301672771064,47.0,1.3882180265080808
41.221038440021964,45.0,1.3328722485779962
36.684927330480946,77.0,2.2502070598390853
36.631244465606386,77.0,2.2834732204287334
32.16231645408195,81.5,2.2640996751660465
21.09072284720647,92.0,2.682818843344933
19.05618390313052,94.0,2.7131382655175607
7.650518330535585,105.0,3.1283879075707843
2.5702791007165793,110.5,3.2260502338950285
